campo,longitud,obligatorio,llave_unica,descripcion,formato,observaciones
1,8,Si,Si,Periodo,Numérico,"1. Obligatorio\n2. Validar formato AAAAMM00 \n3. AAAA >= 2010 \n4. Si el periodo es igual a periodo informado, campo 37 es igual a '1' \n5. Si periodo es menor a periodo informado, entonces campo 37 es diferente a '1' "
2,Hasta 40,Si,Si,"Código Único de la Operación (CUO), que es la llave única o clave única o clave primaria del software contable que identifica de manera unívoca el asiento contable. Debe ser el mismo consignado en el Libro Diario.",Texto,"1. Obligatorio\n2. Si el campo 37 es igual a '1', consignar el Código Único de la Operación (CUO) de la operación que se está informando\n3. Si el campo 37 es igual a '8', consignar el Código Único de la Operación (CUO) que corresponda al periodo en que se omitió la anotación.\nPara modificaciones posteriores se hará referencia a este Código Único de la Operación (CUO)\n4. Si el campo 37 es igual a '9', consignar el Código Único de la Operación (CUO) de la operación original que se modifica"
3,De 2 hasta 10,Si,Si,"Número correlativo del asiento contable identificado en el campo 2.\nEl primer dígito debe ser: ""A"" para el asiento de apertura del ejercicio, ""M"" para los asientos de movimientos o ajustes del mes o ""C"" para el asiento\nde cierre del ejercicio.",Alfanumérico,"1. Obligatorio\n2. El primer dígito debe ser: A, M o C"
4,1,Si,Si,Código del catálogo utilizado.,Numérico,1. Obligatorio\n2. Validar con parámetro tabla 13
5,Hasta 24,Si,Si,Código propio del activo fijo correspondiente al catálogo señalado en el campo 4.,Alfanumérico,1. Obligatorio
6,1,No,No,Código del catálogo utilizado.,Numérico,"1. A partir del 1.1.2021 es obligatorio para el registro de la entrada y salida de los activos fijos, solo si en el comprobante de pago electrónico se hubiere consignado el código internacional UNSPSC o GTIN.\n2. No acepta el valor 9\n3. Validar con parámetro tabla 13"
7,Hasta 128,No,No,Código de Existencia correspondiente al catálogo señalado en el campo 6.,Numérico,"1. Campo opcional, en el que se podrá utilizar el código internacional UNSPSC al tercer nivel jerárquico o GTIN, salvo que alguno de estos códigos se hubiere consignado en el comprobante de pago electrónico, en cuyo caso, a partir del 1.1.2021 será\nobligatorio para el registro de la entrada y salida de los activos fijos."
8,1,Si,No,Código del tipo de Activo Fijo,Numérico,1. Obligatorio\n2. Validar con parámetro tabla 18
9,Hasta 24,Si,No,"Código de la Cuenta Contable del Activo Fijo, desagregada hasta el nivel\nmáximo de dígitos utilizado",Numérico,1. Obligatorio
10,1,Si,No,Estado del Activo Fijo,Alfanumérico,1. Obligatorio\n2. Validar con parámetro tabla 19
11,Hasta 40,Si,No,Descripción del Activo Fijo,Texto,1. Obligatorio
12,Hasta 20,Si,No,Marca del Activo Fijo,Texto,"1. Obligatorio\n2. Si no existe, registrar '-'"
13,Hasta 20,Si,No,Modelo del Activo Fijo,Texto,"1. Obligatorio\n2. Si no existe, registrar '-'"
14,Hasta 30,Si,No,Número de serie y/o placa del Activo Fijo,Texto,"1. Obligatorio\n2. Si no existe, registrar '-'"
15,"Hasta 12 enteros y hasta 2 decimales,\nsin comas de miles",Si,No,Importe del saldo inicial del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
16,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Importe de las adquisiciones o adiciones de Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
17,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Importe de las mejoras del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
18,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Importe de los retiros y/o bajas del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
